id,satisfaction,intention_achat,prix_percu,plaisir,naturalite,confiance,ancrage_local,usage_numerique,sensibilite_env,attention_prix,contrainte_temps,cuisine_maison,lecture_labels,achat_local,ouverture_innovation,usage_appli_alim,preoccupation_sante,autonomie_alimentaire,confiance_labels,type_produit,budget_contraint,sexe,age_classe,lieu_achat,profil_alim,commentaire
163,5.8,5.0,3.9,5.0,6.7,5.3,6.8,7.6,6.5,7.8,5.5,4.1,4.5,3.9,4.4,4.4,5.4,4.1,3.0,standard,moyen,femme,60+,drive,engage,Je n'ai pas toujours le temps de comparer les labels ou l'origine. L'engagement du produit doit être crédible et concret. Je peux changer d'avis si le bénéfice est clair.
164,5.1,5.2,6.0,7.5,5.1,5.3,5.7,8.3,6.8,6.1,8.1,6.5,5.2,5.0,3.6,4.6,5.3,5.4,3.8,local,fort,homme,60+,supermarche,intermediaire,"Je choisis souvent ce qui est disponible rapidement et facile à acheter. Je compare plusieurs critères avant de décider. Pour ce type de produit, j'attends surtout une promesse crédible."
165,2.5,3.5,5.9,3.8,5.0,4.0,1.1,6.3,6.4,6.8,7.3,5.1,4.7,2.4,5.5,7.4,4.3,5.7,3.0,standard,moyen,femme,41-60,drive,pragmatique,"J'utilise volontiers des applications ou des avis pour m'aider à choisir. Je ne veux pas que cela complique mes courses. Pour ce type de produit, j'attends surtout un produit facile à trouver."
166,5.8,6.9,6.3,6.8,9,9,7.0,6.3,7.2,2.4,5.2,5.6,6.4,6.5,7.0,5.2,6.8,8.6,8.8,local,fort,femme,18-25,producteur,engage,"Je fais attention à la naturalité, aux labels et au lien avec le territoire. Je valorise la transparence et la qualité des informations. Au quotidien, le budget influence beaucoup mes choix."
167,6.2,5.5,2.8,5.2,5.6,5.1,5.4,6.1,6.5,7.0,6.2,6.1,4.9,5.3,5.2,5.6,6.7,3.6,5.4,standard,faible,homme,26-40,marche,engage,"J'utilise volontiers des applications ou des avis pour m'aider à choisir. La dimension environnementale compte aussi dans ma décision. Pour ce type de produit, j'attends surtout une information claire."
168,6.3,4.3,5.8,6.1,6.6,6.5,4.5,7.5,3.7,7.1,7.4,6.6,2.0,4.6,7.0,4.4,5.4,1.1,2.1,bio,moyen,femme,60+,drive,pragmatique,"Les promesses responsables sont intéressantes, mais je reste attentif au coût. Je ne veux pas que cela complique mes courses. Je peux changer d'avis si l'origine est bien expliquée."
169,4.6,5.0,6.0,4.4,4.8,6.0,8.9,6.9,6.3,4.4,4.3,8.3,7.4,7.2,4.7,5.6,2.3,5.7,6.2,local,moyen,femme,41-60,magasin_bio,intermediaire,"J'aime savoir qui produit et comment le produit a été fabriqué. Je peux être intéressé si je suis suffisamment rassuré. Dans mes achats, je fais attention à la qualité."
170,5.9,6.8,5.7,6.7,7.3,9,7.0,3.3,6.8,4.0,7.2,4.1,5.2,7.1,3.8,3.1,5.8,4.3,7.7,bio,faible,homme,60+,magasin_bio,engage,"Je recherche une alimentation plus responsable et plus transparente. La dimension environnementale compte aussi dans ma décision. Au quotidien, la clarté des informations influence beaucoup mes choix."
171,5.7,4.6,5.4,5.1,4.9,5.5,6.4,1,9.0,6.1,6.1,1.7,5.6,2.7,4.1,6.6,5.0,1.7,3.5,local,moyen,homme,41-60,drive,engage,"Je veux bien changer mes habitudes, mais seulement si cela reste simple. Je valorise la transparence et la qualité des informations. Au quotidien, la clarté des informations influence beaucoup mes choix."
172,6.4,6.8,2.6,7.1,5.2,8.1,7.5,3.4,4.3,4.5,3.2,5.6,6.7,6.3,3.9,1.3,5.7,7.1,3.8,standard,faible,homme,41-60,producteur,intermediaire,"Je recherche une alimentation plus responsable et plus transparente. Je peux être intéressé si je suis suffisamment rassuré. Au quotidien, l'accès au magasin influence beaucoup mes choix."
173,6.5,5.6,5.9,6.6,2.6,6.3,4.3,5.7,3.4,5.0,4.0,5.6,5.1,5.0,5.0,3.6,8.6,3.5,8.1,standard,faible,homme,60+,magasin_bio,pragmatique,"Je privilégie les produits locaux et les circuits courts. Je peux être intéressé si l'effort demandé reste limité. Au quotidien, le budget influence beaucoup mes choix."
174,7.0,5.3,6.7,6.2,7.4,9,3.0,3.4,5.5,8.2,5.8,3.2,6.7,3.8,2.3,3.6,5.3,3.2,4.8,standard,moyen,femme,41-60,marche,pragmatique,"Les promesses responsables sont intéressantes, mais je reste attentif au coût. Je choisis d'abord ce qui est accessible et facile. Je peux changer d'avis si le bénéfice est clair."
175,3.8,4.1,6.0,5.9,4.2,5.2,7.5,2.2,5.7,5.9,3.9,7.1,5.8,6.5,2.3,3.4,7.7,3.5,6.5,standard,moyen,homme,41-60,producteur,pragmatique,"Je privilégie les produits locaux et les circuits courts. Je peux être intéressé si l'effort demandé reste limité. Pour ce type de produit, j'attends surtout une information claire."
176,5.0,4.2,7.2,8.3,4.5,5.1,5.9,5.7,4.1,7.8,8.6,2.1,7.4,5.3,5.4,4.3,3.7,4.3,2.6,standard,fort,homme,26-40,producteur,pragmatique,"Je veux bien changer mes habitudes, mais seulement si cela reste simple. Je ne veux pas que cela complique mes courses. Au quotidien, le budget influence beaucoup mes choix."
177,6.0,3.7,8.1,9.0,7.2,6.8,9,5.5,8.1,2.5,5.7,3.6,4.9,1.9,8.4,6.1,4.5,4.3,4.6,local,faible,femme,26-40,magasin_bio,engage,J'aime découvrir de nouveaux produits et comparer les informations. La dimension environnementale compte aussi dans ma décision. Je peux changer d'avis si les labels sont compréhensibles.
178,3.3,2.4,6.1,6.2,3.8,5.9,4.1,4.1,6.2,5.1,7.1,4.1,5.0,7.4,3.0,5.6,1.6,5.8,2.9,standard,fort,homme,26-40,supermarche,pragmatique,"Je n'ai pas toujours le temps de comparer les labels ou l'origine. Mais le prix reste un critère important. Au quotidien, l'accès au magasin influence beaucoup mes choix."
179,4.0,4.2,7.1,5.8,5.0,7.5,8.0,2.7,4.7,3.8,5.7,5.1,6.8,8.1,3.6,3.8,5.9,7.7,6.7,bio,fort,homme,60+,producteur,pragmatique,"Je suis prêt à faire un effort si le produit est cohérent avec mes valeurs. Je choisis d'abord ce qui est accessible et facile. Au quotidien, le budget influence beaucoup mes choix."
180,4.6,3.7,4.6,4.2,5.8,5.8,6.0,6.4,3.6,5.4,5.0,9,8.3,4.3,4.8,6.3,5.4,4.2,6.1,local,moyen,femme,18-25,supermarche,pragmatique,"Je combine plusieurs critères avant de décider. Mais le prix reste un critère important. Pour ce type de produit, j'attends surtout une information claire."
181,6.1,3.9,6.6,5.2,7.6,5.0,6.0,6.1,7.7,3.8,4.9,6.3,4.7,9,6.1,1,7.6,6.8,8.7,bio,faible,femme,60+,magasin_bio,engage,Je privilégie les produits locaux et les circuits courts. Je cherche une alimentation plus responsable. Je peux changer d'avis si l'origine est bien expliquée.
182,5.5,6.3,5.6,7.4,7.1,8.3,6.9,6.6,8.8,6.0,6.5,5.9,4.9,3.9,8.1,1.8,5.2,3.4,5.9,local,moyen,homme,18-25,drive,engage,Je combine plusieurs critères avant de décider. Je cherche une alimentation plus responsable. Je peux changer d'avis si les labels sont compréhensibles.
183,3.0,2.6,5.6,4.9,5.4,4.4,1,5.5,6.3,7.3,7.1,3.1,4.5,3.8,4.9,3.4,5.2,5.9,6.1,standard,moyen,homme,26-40,supermarche,pragmatique,"Les promesses responsables sont intéressantes, mais je reste attentif au coût. Mais le prix reste un critère important. Je peux changer d'avis si le bénéfice est clair."
184,6.4,5.9,6.3,7.1,6.3,6.9,6.0,6.0,5.6,7.1,5.2,3.7,7.1,5.8,5.7,3.8,5.7,2.7,5.7,local,fort,femme,26-40,drive,intermediaire,"Je teste facilement de nouvelles offres quand les informations sont claires. J'ai besoin d'informations simples pour me faire une opinion. Dans mes achats, je fais attention à la praticité."
185,6.9,5.8,5.0,5.4,7.7,9.0,6.5,7.2,5.7,5.9,5.8,3.9,8.4,3.2,6.9,5.7,3.6,2.7,6.5,local,moyen,femme,18-25,marche,engage,J'utilise volontiers des applications ou des avis pour m'aider à choisir. L'engagement du produit doit être crédible et concret. Je peux changer d'avis si le produit est facile à acheter.
186,6.7,4.8,6.8,6.3,6.3,6.6,3.4,4.3,2.7,6.1,2.0,3.6,5.3,6.1,1.5,5.2,6.6,4.3,2.8,standard,moyen,homme,26-40,supermarche,pragmatique,"Je n'ai pas toujours le temps de comparer les labels ou l'origine. Je ne veux pas que cela complique mes courses. Pour ce type de produit, j'attends surtout un bon équilibre entre prix et qualité."
187,4.6,6.3,5.5,4.5,8.8,8.4,4.7,9,9,5.4,5.9,6.1,7.2,8.3,5.6,4.9,5.2,7.3,4.5,bio,moyen,femme,18-25,marche,engage,"Je privilégie les produits locaux et les circuits courts. L'engagement du produit doit être crédible et concret. Pour ce type de produit, j'attends surtout une vraie cohérence."
188,4.7,4.9,6.2,5.3,5.4,6.2,3.8,5.9,7.8,4.1,6.1,3.3,6.0,7.0,5.9,7.9,5.0,4.5,6.4,standard,moyen,homme,18-25,magasin_bio,pragmatique,"J'utilise volontiers des applications ou des avis pour m'aider à choisir. Je choisis d'abord ce qui est accessible et facile. Pour ce type de produit, j'attends surtout un produit facile à trouver."
189,4.1,3.5,5.4,2.2,7.0,9,4.4,4.9,5.8,6.1,6.4,6.0,9,7.9,6.2,4.1,6.2,6.8,7.3,local,moyen,homme,41-60,producteur,intermediaire,Je privilégie les produits locaux et les circuits courts. Je peux être intéressé si je suis suffisamment rassuré. Je peux changer d'avis si le produit est facile à acheter.
190,4.5,3.1,4.6,5.9,6.9,5.3,5.0,6.5,8.5,7.5,5.9,8.3,7.5,7.3,9,7.2,5.7,4.6,4.4,bio,moyen,femme,18-25,drive,engage,"Je suis ouvert aux alternatives si elles sont pratiques et bien expliquées. La dimension environnementale compte aussi dans ma décision. Dans mes achats, je fais attention à la santé."
191,4.8,3.2,8.0,5.4,6.5,5.2,4.3,7.8,6.7,6.4,6.9,5.6,5.9,8.5,3.6,5.7,2.9,4.2,5.3,local,fort,homme,41-60,drive,pragmatique,"Je n'ai pas toujours le temps de comparer les labels ou l'origine. Je choisis d'abord ce qui est accessible et facile. Pour ce type de produit, j'attends surtout une vraie cohérence."
192,5.3,4.1,6.4,5.5,6.1,6.2,4.7,8.5,5.6,6.5,5.2,6.1,6.1,4.7,6.9,8.6,6.6,3.1,5.8,local,moyen,homme,18-25,supermarche,pragmatique,"Je combine plusieurs critères avant de décider. Je ne veux pas que cela complique mes courses. Dans mes achats, je fais attention à l'origine."
193,6.6,3.4,6.4,5.2,4.7,6.1,5.5,4.0,6.7,3.7,5.2,6.4,5.6,5.7,6.5,4.4,7.0,5.0,1.6,local,faible,homme,18-25,supermarche,pragmatique,"J'aime savoir qui produit et comment le produit a été fabriqué. Mais le prix reste un critère important. Pour ce type de produit, j'attends surtout une vraie cohérence."
194,5.9,4.2,5.7,7.7,4.7,6.2,8.2,4.9,7.2,2.9,7.5,5.2,5.3,6.7,3.8,1.6,3.1,9,5.3,standard,moyen,homme,26-40,marche,intermediaire,Je recherche une alimentation plus responsable et plus transparente. Je peux être intéressé si je suis suffisamment rassuré. Je peux changer d'avis si le produit est facile à acheter.
195,5.2,4.2,7.5,6.0,8.7,7.3,9,6.6,7.7,3.0,6.0,8.3,5.3,6.6,5.5,4.9,7.4,5.8,9.0,bio,moyen,femme,60+,supermarche,engage,Je recherche une alimentation plus responsable et plus transparente. Je valorise la transparence et la qualité des informations. Je peux changer d'avis si le produit est facile à acheter.
196,5.0,4.2,3.8,6.5,6.1,2.6,5.2,2.4,8.2,6.1,7.7,4.5,4.8,3.7,1.7,3.2,6.1,4.9,5.3,standard,moyen,femme,60+,drive,engage,"Le produit peut m'intéresser si le rapport qualité-prix est bon. Je valorise la transparence et la qualité des informations. Au quotidien, le budget influence beaucoup mes choix."
197,5.2,5.5,4.0,5.5,5.8,6.3,5.2,6.4,5.4,7.1,7.2,6.9,6.0,4.8,4.2,1.9,1.3,4.6,4.9,local,moyen,femme,18-25,supermarche,intermediaire,"Le produit peut m'intéresser si le rapport qualité-prix est bon. J'ai besoin d'informations simples pour me faire une opinion. Au quotidien, le temps disponible influence beaucoup mes choix."
198,4.0,5.0,7.1,5.7,6.4,7.4,6.9,2.7,3.8,7.8,6.5,3.6,2.8,4.7,4.9,1.6,2.7,4.6,3.6,standard,fort,homme,41-60,supermarche,pragmatique,"Je n'ai pas toujours le temps de comparer les labels ou l'origine. Je ne veux pas que cela complique mes courses. Dans mes achats, je fais attention à la santé."
199,4.5,3.7,8.6,3.9,5.3,6.7,4.5,4.5,8.1,5.4,6.3,4.6,3.2,4.9,5.2,7.7,5.5,3.0,5.7,bio,fort,homme,41-60,drive,pragmatique,"Je choisis souvent ce qui est disponible rapidement et facile à acheter. Mais le prix reste un critère important. Pour ce type de produit, j'attends surtout une promesse crédible."
200,6.1,5.7,3.0,8.2,6.7,7.2,8.0,4.9,6.4,4.8,4.9,3.2,3.7,5.0,5.6,3.7,6.2,4.5,8.2,standard,moyen,homme,41-60,marche,engage,"J'aime savoir qui produit et comment le produit a été fabriqué. Je cherche une alimentation plus responsable. Dans mes achats, je fais attention à l'origine."
201,5.0,5.3,5.5,4.6,5.0,4.0,7.0,6.5,7.5,6.0,7.8,4.7,9.0,7.8,5.3,1.9,6.3,5.6,5.4,standard,faible,femme,26-40,supermarche,intermediaire,"J'utilise volontiers des applications ou des avis pour m'aider à choisir. J'ai besoin d'informations simples pour me faire une opinion. Pour ce type de produit, j'attends surtout une promesse crédible."
202,5.5,6.3,5.8,6.1,5.8,6.8,8.9,2.4,6.6,7.0,1.0,5.4,6.8,6.5,5.9,1,7.7,3.7,4.5,local,faible,femme,60+,marche,engage,"Je recherche une alimentation plus responsable et plus transparente. La dimension environnementale compte aussi dans ma décision. Dans mes achats, je fais attention à la praticité."
203,6.6,6.7,4.1,6.3,7.4,9,7.9,6.9,8.4,6.9,6.0,7.3,6.1,6.5,3.0,3.1,6.2,3.1,5.7,standard,faible,homme,41-60,marche,engage,"J'aime savoir qui produit et comment le produit a été fabriqué. Je valorise la transparence et la qualité des informations. Dans mes achats, je fais attention à la santé."
204,7.0,3.7,6.7,5.4,9.0,6.5,1,4.1,5.9,6.7,4.3,5.3,6.2,3.8,3.2,2.5,5.8,2.4,2.7,bio,moyen,homme,26-40,supermarche,pragmatique,"Le produit peut m'intéresser si le rapport qualité-prix est bon. Mais le prix reste un critère important. Au quotidien, l'habitude influence beaucoup mes choix."
205,2.6,3.4,5.2,4.8,5.7,5.3,6.9,1.9,5.2,4.4,2.3,5.3,4.2,5.3,2.6,3.7,4.1,2.3,5.7,local,moyen,homme,60+,magasin_bio,intermediaire,"L'origine du produit et la saisonnalité sont importantes pour moi. J'hésite encore selon le prix et la disponibilité. Pour ce type de produit, j'attends surtout un bon équilibre entre prix et qualité."
206,5.6,5.6,6.0,5.7,8.2,6.1,4.0,1.3,8.3,6.4,7.7,3.1,5.8,6.1,3.8,4.2,5.2,7.7,1.3,bio,moyen,femme,26-40,supermarche,intermediaire,"Les promesses responsables sont intéressantes, mais je reste attentif au coût. J'ai besoin d'informations simples pour me faire une opinion. Au quotidien, le budget influence beaucoup mes choix."
207,3.8,4.0,7.0,5.2,8.4,7.3,8.6,5.5,8.3,6.6,5.5,6.3,5.2,4.8,5.2,6.2,5.6,2.4,8.9,local,moyen,homme,26-40,drive,engage,Je peux changer mes habitudes si le produit me convainc. Je valorise la transparence et la qualité des informations. Je peux changer d'avis si le produit est facile à acheter.
208,3.9,2.2,5.9,8.4,5.6,5.1,5.7,7.5,5.5,4.1,4.1,5.9,5.5,3.7,6.4,4.5,6.6,4.1,3.9,standard,fort,homme,18-25,drive,pragmatique,"Je suis ouvert aux alternatives si elles sont pratiques et bien expliquées. Je peux être intéressé si l'effort demandé reste limité. Pour ce type de produit, j'attends surtout une promesse crédible."
209,5.5,5.2,5.0,4.9,8.4,4.4,4.6,8.7,6.0,5.3,5.0,5.3,7.2,5.9,6.8,9,3.9,4.2,6.7,bio,moyen,homme,18-25,producteur,intermediaire,"Je suis ouvert aux alternatives si elles sont pratiques et bien expliquées. J'ai besoin d'informations simples pour me faire une opinion. Pour ce type de produit, j'attends surtout une information claire."
210,4.5,3.1,5.3,7.0,7.8,8.7,4.8,7.1,9,4.7,7.3,6.5,4.1,4.0,8.4,6.7,4.0,3.7,6.9,standard,moyen,homme,26-40,magasin_bio,engage,"Je suis ouvert aux alternatives si elles sont pratiques et bien expliquées. La dimension environnementale compte aussi dans ma décision. Pour ce type de produit, j'attends surtout un produit facile à trouver."
211,6.4,5.9,7.3,4.1,8.6,8.6,7.7,7.6,6.8,6.7,8.1,1.0,4.8,5.2,5.0,5.0,4.0,5.5,5.4,local,faible,femme,26-40,supermarche,engage,"Je n'ai pas toujours le temps de comparer les labels ou l'origine. La dimension environnementale compte aussi dans ma décision. Dans mes achats, je fais attention à l'origine."
212,1.9,1.8,4.7,5.3,4.7,5.1,5.2,6.1,5.3,5.1,4.2,2.9,2.9,4.4,5.2,6.9,2.9,4.3,4.9,standard,fort,femme,60+,supermarche,pragmatique,"Je teste facilement de nouvelles offres quand les informations sont claires. Je ne veux pas que cela complique mes courses. Au quotidien, l'accès au magasin influence beaucoup mes choix."
213,7.1,4.7,6.6,7.5,8.0,8.9,6.0,4.2,7.2,4.3,5.9,1.6,5.9,4.0,4.3,6.9,8.8,5.9,7.6,bio,moyen,homme,18-25,supermarche,intermediaire,J'aime découvrir de nouveaux produits et comparer les informations. J'ai besoin d'informations simples pour me faire une opinion. Je peux changer d'avis si les labels sont compréhensibles.
214,8.3,7.1,6.7,5.0,8.4,8.3,7.4,5.0,7.4,3.9,3.9,5.2,7.1,7.6,3.3,4.5,6.5,5.4,4.7,local,faible,femme,18-25,producteur,engage,"Je recherche une alimentation plus responsable et plus transparente. La dimension environnementale compte aussi dans ma décision. Dans mes achats, je fais attention à le prix."
215,4.8,5.1,6.2,4.3,6.1,8.4,6.9,6.2,6.1,4.9,4.3,7.3,4.1,8.4,2.5,3.0,5.1,7.1,4.0,bio,moyen,femme,18-25,producteur,intermediaire,"Je suis prêt à faire un effort si le produit est cohérent avec mes valeurs. J'hésite encore selon le prix et la disponibilité. Au quotidien, l'accès au magasin influence beaucoup mes choix."
216,5.0,4.5,7.5,6.7,5.0,6.9,6.6,4.1,4.4,1.3,4.4,4.4,7.5,7.8,7.4,4.8,5.6,3.5,6.8,standard,moyen,homme,26-40,producteur,pragmatique,"Je peux changer mes habitudes si le produit me convainc. Mais le prix reste un critère important. Dans mes achats, je fais attention à le prix."
217,5.4,7.3,4.4,6.1,7.1,7.9,9.0,4.5,7.2,5.1,3.4,7.5,6.2,5.2,6.0,3.8,5.7,4.2,7.9,standard,faible,homme,26-40,supermarche,engage,"Je suis ouvert aux alternatives si elles sont pratiques et bien expliquées. La dimension environnementale compte aussi dans ma décision. Pour ce type de produit, j'attends surtout une information claire."
218,4.9,6.2,7.2,4.6,5.3,9,6.8,3.3,7.3,4.2,6.2,6.1,7.8,3.9,1.0,4.7,5.0,5.2,8.9,local,faible,homme,60+,magasin_bio,intermediaire,"Je privilégie les produits locaux et les circuits courts. Je compare plusieurs critères avant de décider. Au quotidien, le budget influence beaucoup mes choix."
219,4.2,2.8,5.2,6.9,6.9,6.3,5.3,6.3,6.8,4.7,5.7,4.9,7.6,2.5,9,6.5,6.8,2.5,5.1,local,moyen,femme,26-40,supermarche,intermediaire,"Je peux changer mes habitudes si le produit me convainc. Je peux être intéressé si je suis suffisamment rassuré. Dans mes achats, je fais attention à l'origine."
220,5.5,3.6,5.0,6.4,4.2,3.4,5.8,7.1,9,5.9,5.7,3.4,2.8,6.0,5.6,2.7,7.1,3.7,5.6,standard,moyen,femme,41-60,producteur,intermediaire,Je recherche une alimentation plus responsable et plus transparente. Je compare plusieurs critères avant de décider. Je peux changer d'avis si les labels sont compréhensibles.
221,3.9,4.7,6.1,7.1,2.8,7.7,6.4,4.6,5.7,3.8,4.7,4.4,4.0,4.1,7.3,1,7.2,5.1,4.5,standard,fort,femme,26-40,supermarche,pragmatique,"Je regarde surtout le prix et le côté pratique. Je choisis d'abord ce qui est accessible et facile. Pour ce type de produit, j'attends surtout un produit facile à trouver."
222,4.8,3.1,6.8,4.5,7.1,8.6,4.2,8.7,8.5,3.9,4.8,8.7,6.3,6.0,5.5,4.4,5.8,3.6,7.7,bio,faible,homme,18-25,supermarche,intermediaire,L'origine du produit et la saisonnalité sont importantes pour moi. Je peux être intéressé si je suis suffisamment rassuré. Je peux changer d'avis si le prix reste acceptable.
223,5.6,5.7,6.4,6.4,5.6,7.4,7.0,4.1,6.8,5.0,7.5,6.9,3.6,6.7,6.4,1.0,5.3,5.5,4.7,standard,moyen,femme,60+,supermarche,intermediaire,"Je suis prêt à faire un effort si le produit est cohérent avec mes valeurs. J'ai besoin d'informations simples pour me faire une opinion. Pour ce type de produit, j'attends surtout une information claire."
224,5.2,5.6,8.2,6.8,9,8.3,4.8,6.9,9,4.3,5.4,6.4,3.8,7.7,6.1,5.2,6.5,5.5,5.4,bio,faible,homme,41-60,supermarche,engage,"Je suis prêt à faire un effort si le produit est cohérent avec mes valeurs. Je cherche une alimentation plus responsable. Pour ce type de produit, j'attends surtout un produit facile à trouver."
225,5.9,6.1,8.8,5.9,6.6,4.3,4.4,6.5,4.6,9,4.8,2.5,4.7,7.3,6.5,5.1,6.8,7.7,4.0,local,faible,homme,18-25,supermarche,pragmatique,"Je choisis souvent ce qui est disponible rapidement et facile à acheter. Je peux être intéressé si l'effort demandé reste limité. Dans mes achats, je fais attention à la qualité."
226,5.0,4.2,6.9,4.0,6.1,7.1,3.3,6.5,5.3,4.9,3.3,6.1,6.7,3.4,7.3,5.7,7.3,5.8,6.0,standard,moyen,femme,18-25,magasin_bio,pragmatique,Je teste facilement de nouvelles offres quand les informations sont claires. Je ne veux pas que cela complique mes courses. Je peux changer d'avis si le bénéfice est clair.
227,8.6,7.1,5.9,7.8,7.6,8.7,6.3,4.4,5.6,6.0,5.7,6.3,5.0,3.9,5.4,4.4,7.0,2.5,4.7,local,faible,homme,60+,supermarche,intermediaire,"L'origine du produit et la saisonnalité sont importantes pour moi. Je compare plusieurs critères avant de décider. Dans mes achats, je fais attention à le prix."
228,6.6,7.6,3.4,5.8,5.9,7.6,6.4,6.5,5.2,7.0,4.6,5.2,9,7.0,5.6,3.8,5.7,6.6,4.0,standard,moyen,homme,60+,supermarche,intermediaire,"Je suis prêt à faire un effort si le produit est cohérent avec mes valeurs. J'ai besoin d'informations simples pour me faire une opinion. Dans mes achats, je fais attention à la santé."
229,2.0,1.0,5.5,3.6,5.1,4.8,4.8,2.2,6.6,8.8,5.8,2.9,4.8,4.9,8.1,4.5,5.4,7.4,4.5,bio,fort,femme,26-40,supermarche,pragmatique,Je n'ai pas toujours le temps de comparer les labels ou l'origine. Je peux être intéressé si l'effort demandé reste limité. Je peux changer d'avis si le prix reste acceptable.
230,5.3,5.9,5.5,5.5,3.9,6.1,6.9,1,4.4,6.0,5.1,4.2,5.2,7.0,3.6,5.3,5.4,6.3,4.7,local,fort,femme,41-60,drive,pragmatique,"Je veux bien changer mes habitudes, mais seulement si cela reste simple. Je ne veux pas que cela complique mes courses. Au quotidien, l'accès au magasin influence beaucoup mes choix."
231,4.8,3.0,7.1,6.9,6.2,5.5,5.3,2.8,4.5,6.0,5.9,6.7,4.8,3.4,4.9,6.4,4.7,5.0,4.9,standard,fort,femme,26-40,supermarche,pragmatique,"Je choisis souvent ce qui est disponible rapidement et facile à acheter. Je peux être intéressé si l'effort demandé reste limité. Au quotidien, le temps disponible influence beaucoup mes choix."
232,6.2,7.2,2.9,3.9,7.4,6.6,7.0,5.5,5.3,7.2,5.5,6.0,8.5,8.1,3.8,2.7,8.6,5.7,7.3,standard,faible,homme,41-60,producteur,engage,L'origine du produit et la saisonnalité sont importantes pour moi. L'engagement du produit doit être crédible et concret. Je peux changer d'avis si le bénéfice est clair.
233,4.3,1.4,7.8,5.3,6.9,6.8,3.3,4.5,4.1,8.7,7.6,5.0,5.7,3.7,5.4,3.4,3.2,5.7,4.9,local,fort,femme,26-40,supermarche,pragmatique,Je regarde surtout le prix et le côté pratique. Je choisis d'abord ce qui est accessible et facile. Je peux changer d'avis si le bénéfice est clair.
234,3.4,3.0,7.9,5.1,5.0,5.7,7.5,5.4,8.1,4.9,7.6,5.8,4.2,2.7,4.1,6.2,5.8,4.0,5.0,local,fort,femme,18-25,drive,intermediaire,Je regarde surtout le prix et le côté pratique. J'ai besoin d'informations simples pour me faire une opinion. Je peux changer d'avis si le produit est facile à acheter.
235,3.8,3.3,5.4,5.9,5.8,6.7,6.3,5.3,8.6,5.8,6.5,4.4,4.0,6.8,6.9,4.1,6.4,9.0,8.2,standard,faible,femme,26-40,drive,engage,"Je peux changer mes habitudes si le produit me convainc. L'engagement du produit doit être crédible et concret. Au quotidien, la clarté des informations influence beaucoup mes choix."
236,5.4,5.2,4.8,4.8,5.7,8.5,8.6,7.0,6.7,5.7,8.4,4.9,4.9,3.6,5.0,1.8,4.5,3.7,6.6,local,fort,homme,41-60,supermarche,engage,"Je veux bien changer mes habitudes, mais seulement si cela reste simple. La dimension environnementale compte aussi dans ma décision. Je peux changer d'avis si l'origine est bien expliquée."
237,5.4,4.5,5.6,5.4,6.8,7.5,6.6,8.2,4.4,6.8,7.0,7.5,8.5,9,4.6,5.2,8.2,6.2,5.5,local,moyen,femme,26-40,producteur,intermediaire,"Je suis prêt à faire un effort si le produit est cohérent avec mes valeurs. Je compare plusieurs critères avant de décider. Pour ce type de produit, j'attends surtout une information claire."
238,6.1,4.5,6.1,6.4,4.2,7.6,8.2,4.4,5.2,4.9,3.8,4.4,5.2,6.1,5.3,7.4,6.8,7.3,6.4,standard,faible,homme,26-40,producteur,intermediaire,"Je teste facilement de nouvelles offres quand les informations sont claires. J'hésite encore selon le prix et la disponibilité. Au quotidien, le budget influence beaucoup mes choix."
239,6.1,4.8,8.5,7.2,5.7,8.0,6.1,4.5,8.8,5.0,5.6,7.0,4.2,6.3,8.6,3.7,6.5,6.0,7.1,local,moyen,homme,41-60,producteur,intermediaire,"Je teste facilement de nouvelles offres quand les informations sont claires. J'hésite encore selon le prix et la disponibilité. Pour ce type de produit, j'attends surtout une vraie cohérence."
240,4.7,5.2,6.8,5.9,5.5,8.4,3.9,2.1,4.8,7.0,6.5,4.7,5.9,2.4,4.6,2.8,3.0,3.6,4.9,bio,fort,femme,41-60,supermarche,pragmatique,"Je choisis souvent ce qui est disponible rapidement et facile à acheter. Je peux être intéressé si l'effort demandé reste limité. Au quotidien, la clarté des informations influence beaucoup mes choix."
